temperature,pressure,speed,feed_rate,humidity,material_density,material_hardness,material_grade,yield,quality,energy_consumption,carbon_intensity,batch_id
254.9512863264476,9.098500111185452,2739.224860666541,1.139139476206936,57.06361544370766,4.673295021425664,82.98833419810907,3,0.8772107196746917,0.4639034473142941,500.0,164.53854603449798,BATCH_0017
236.38900372842315,1.1964105709794055,1243.2180107033162,1.1378704402486168,47.37955542934391,4.023615130494811,21.527637774284266,2,0.7336190520261096,0.40657220847429304,321.750410421719,122.75927773436368,BATCH_0018
208.2458280396084,6.9741071755803015,1074.9843849081012,0.2699989333397357,73.64548215547073,3.0386039813862933,66.46527803229124,1,0.7693601097185078,0.501508396631102,347.64516782302184,112.74201501658098,BATCH_0019
272.3705789444759,9.670549907921954,1528.2599301655782,0.8941697624631357,49.87215083085915,5.282970263056656,87.43761039494854,3,1.0,0.7503463676605592,500.0,214.0656524999808,BATCH_0020
177.89877213040836,6.041513651156578,1101.3289629503718,1.7212411172776838,70.50852254172914,1.9764570245642927,59.211772842328934,2,0.8038494391029141,0.6019545972874165,417.0717893927675,187.1606938074218,BATCH_0021
208.42892970704364,9.431402158297827,2180.959608229259,1.7266918817898544,68.08112349621491,3.0450125397465273,85.57757234231643,2,0.8246060503552972,0.6151702643107394,500.0,227.02584614063767,BATCH_0022
223.27236865873834,1.470320913574214,2565.161711370714,0.2885515633473939,44.630289280901394,3.564532903055842,23.658051550021664,1,0.5547234044341618,0.3,406.40588847888466,218.43469764821808,BATCH_0023
241.2139968434072,4.769139871667452,2182.7303272780428,0.2723696772208786,33.8050695114485,4.192489889519251,49.31553233519129,2,0.7456468863587573,0.3,417.19065731460466,283.6685182642445,BATCH_0024
307.0351922786027,3.3414201186584602,2560.8761181233735,0.599121406303677,44.36492795358626,6.496231729751095,38.21104536734358,3,0.822321182893198,0.35427779090835965,481.03448107117237,342.15053445667417,BATCH_0025
189.93475643167196,7.577388684826568,1492.4804055186853,1.7620555188525877,69.57304254651321,2.3977164751085183,71.15746754865108,1,0.7375542903640395,0.5839357241758868,500.0,340.47019267733094,BATCH_0026
252.84688768272233,9.83167381447522,890.7924267721521,0.344914911639648,33.65795214916354,4.599641068895281,88.69079633480726,3,1.0,0.899392971775791,405.4053204753316,417.3369577283522,BATCH_0027
268.4829137724085,3.30877056199823,2344.8773684939806,1.4679939249921479,51.46618075146496,5.146901982034297,37.957104371097344,3,0.7790489748352906,0.38644029319237466,500.0,411.8846498701016,BATCH_0028
159.29008254399955,6.88757141326667,1401.1862628538847,0.29221467726489614,68.36580487764485,1.325152889039984,65.79222210318521,3,0.8261957972872239,0.6391177236625615,376.5306845015852,436.1380614495619,BATCH_0029
271.5089703802877,2.7828786948376614,2178.1770630728315,1.2839619221208682,41.208648507702726,5.252813963310069,33.86683429318181,2,0.7348611808643324,0.33489251587047675,491.65372628511113,431.9488016331181,BATCH_0030
184.1048247374583,6.087972291144489,1176.609854954414,0.7765278683263751,58.532578220161845,2.193668865811041,59.57311782001269,2,0.8673038276992632,0.5424322628687226,352.235943605662,500.4572194786284,BATCH_0031
163.0103185970559,5.175392380195026,703.0740870166817,1.5989365296351474,34.73789444292887,1.4553611508969566,52.47527406818353,3,0.8598673224974839,0.7159695680626642,349.01648413705703,429.4988938255279,BATCH_0032
339.7771074506667,9.748047966683833,2981.4544887194083,0.5440118527681909,26.556766722089595,7.642198760773333,88.0403730742076,3,0.9144903798181135,0.5532024984297919,500.0,374.3346893093051,BATCH_0033
343.12640661491184,6.476745454268199,890.5037698264982,1.3144834758409236,67.66305350557138,7.7594242315219155,62.59690908875266,1,0.9760973614772517,0.6018173762697436,439.1974941342655,399.67634736309566,BATCH_0034
311.6794696232922,4.145557348781369,2971.052484908703,0.5477968156941814,25.93811740452241,6.658781436815228,44.46544604607732,1,0.6702811083070928,0.3,500.0,302.19754726624745,BATCH_0035
210.92275383467415,2.0268620639914,2943.1998314161183,1.4559545379130923,36.282883704775074,3.132296384213595,27.986704942155335,2,0.6222699164513554,0.3,500.0,306.2659078501427,BATCH_0036
169.53442280127678,2.361221458614411,2484.545259770099,1.7599882656654227,71.30656531984641,1.683704798044687,30.58727801144542,2,0.5592051274755637,0.3,499.99236543869694,202.38703951822873,BATCH_0037
286.8466053024314,3.0278523695611157,2148.557405204994,0.34092341834084405,40.78815722472003,5.789631185585098,35.772185096586455,1,0.6856734788103014,0.3,410.2484689790695,185.1544185330472,BATCH_0038
238.03049874792026,3.258699952062682,1944.5176256277118,1.7465318083314567,78.38272097084968,4.081067456177209,37.567666293820864,3,0.8035489248150307,0.36539765142938285,479.82569769368234,199.83981989809172,BATCH_0039
174.40764696895576,8.65554452057024,2665.253863444587,1.2277929833871661,78.7840600864316,1.8542676439134518,79.54312404887965,2,0.7564522257046559,0.4301390154841479,500.0,192.2501868321965,BATCH_0040
249.03538202225405,6.051005094542724,1223.59880404872,0.3415099326473455,36.0965612272134,4.466238370778891,59.28559517977674,3,0.92730862802491,0.6365168577670516,376.85133480751216,160.25217449233895,BATCH_0041
156.87770422304368,5.710518202369298,1669.2030312121926,0.9123295251834528,22.458693334993427,1.2407196478065288,56.63736379620565,1,0.6840823773018071,0.3918428283818158,392.2859238501896,146.5305515283528,BATCH_0042
331.8640804157564,2.0329198468229572,2048.4749234162546,0.405634557621686,62.30379705232275,7.365242814551475,28.033821030845225,2,0.7996113726112365,0.3,406.10379735089447,146.07801518896107,BATCH_0043
201.7559963200034,8.741257240144915,1527.9761896737277,1.430660988846482,47.05919015890062,2.8114598712001184,80.20977853446044,2,0.8099873862379805,0.598955666925955,500.0,125.74052972131129,BATCH_0044
282.5044568707964,7.5053287288763535,1568.7161352256699,1.5418494553941045,26.04517063757458,5.637655990477874,70.59700122459387,1,0.8355184143784287,0.5425188125320979,500.0,172.33865657017665,BATCH_0045
212.3422152178822,1.6090152571000143,1325.7116687552111,0.30101338851831805,62.451369138682566,3.1819775326258766,24.73678533300011,2,0.724646423730672,0.3848354589484468,281.1628276070544,211.18083687120614,BATCH_0046
254.01360423556216,7.370515875067918,1910.5795417113402,1.0616657201198243,21.870494546715275,4.640476148244676,69.5484568060838,1,0.8302912251865808,0.4407833399281735,500.0,292.8908100211893,BATCH_0047
259.34205586865596,5.8918439560838145,2626.43632003779,1.6477876064492427,72.21180142953452,4.826971955402957,58.04767521398522,2,0.7773725780743628,0.3431571394037409,500.0,310.30854868705376,BATCH_0048
186.9708911051054,1.7355281117210044,1003.8209450157822,1.8787097789468934,28.319151746798223,2.293981188678689,25.720774202274477,1,0.6384845730773809,0.36423835661336423,364.22885668861653,285.931652104496,BATCH_0049
343.9169255529117,5.124705773757908,2836.0825968836034,1.075683946809363,27.6387127248035,7.78709239435191,52.08104490700595,2,0.8292469523592255,0.32799676558919466,500.0,384.722519081844,BATCH_0050
305.0265646722229,5.362266584170423,2222.7191343705745,1.9055305248616734,30.54033787811507,6.425929763527802,53.92874009910329,3,0.8729018971934959,0.44155062171149423,500.0,394.5135487654925,BATCH_0051
337.8997883128378,2.4919708614694818,2558.1830317000754,1.1178090438664567,77.61598150952399,7.576492590949324,31.6042178114293,3,0.8127769029970427,0.3,500.0,409.596150558487,BATCH_0052
328.9654700855298,9.51128332300254,1890.4767315750291,0.848961939739825,61.59016161523076,7.263791452993542,86.19887029001976,3,1.0,0.6752738005627777,500.0,463.2391626085863,BATCH_0053
269.57999576221704,8.649778343325957,2448.7917535601587,1.7115859442505015,68.08229212781819,5.185299851677596,79.49827600364634,2,0.877602208018802,0.4363377800452793,500.0,480.92998567487854,BATCH_0054
334.37484700462335,7.021201035961975,540.500993348668,1.0366671498703692,43.85809914396518,7.453119645161818,66.83156361303759,2,1.0,0.6803123546740278,405.03411506523577,472.82727751684615,BATCH_0055
167.6985004103839,5.160660049005465,2545.9510619488383,0.9966147700725937,40.178763650297334,1.6194475143634364,52.360689270042506,3,0.6920590907379071,0.40086195211610043,500.0,404.72728487098675,BATCH_0056
189.19657248382904,4.705889874260577,600.3471477134162,1.0315937298786737,34.0690404069902,2.3718800369340163,48.82358791091559,3,0.8760102268764308,0.7290414346260746,317.12834748390515,396.78964590244584,BATCH_0057
159.0454577821076,6.858761204358587,2724.783440907156,1.7088915035525163,48.83888169874454,1.3165910223737665,65.5681427005668,1,0.6381759095388139,0.3096256505268376,500.0,384.9379029421069,BATCH_0058
215.06606615265287,5.908886824662149,2979.9068680966084,1.680688929207299,53.10972401205011,3.2773123153428503,58.180230858483384,1,0.6741176070118381,0.3,500.0,368.08921057904894,BATCH_0059
227.7354579378964,1.5604579529369706,1235.1686554419446,0.8666879856364013,57.906490619165325,3.720741027826374,24.359117411731994,1,0.6957558974259217,0.35055620722908715,322.5169773234653,285.6247728646416,BATCH_0060
204.26980635477918,5.612523838932985,1025.796390714484,0.7332697337539975,35.427110239921674,2.8994432224172715,55.87518541392322,3,0.8788868025763658,0.6600115969264677,356.6751443478485,255.60737393470748,BATCH_0061
315.7475018303859,8.257632555095554,2413.4084096451015,1.0346632456743456,76.91924485417944,6.801162564063505,76.44825320629877,3,0.9046374309405081,0.5758485985818842,500.0,191.80995077981933,BATCH_0062
221.35066533871787,5.133158898372622,1132.5658523006332,1.1882677685005072,30.18550989242815,3.497273286855125,52.146791431787065,3,0.8475223763996995,0.6267202091965405,400.7317326180907,158.04778409959775,BATCH_0063
206.18690193747614,1.4676091979884158,2663.9059579305085,0.5528407001931942,77.93919048598474,2.9665415678116656,23.636960428798787,1,0.5968023839346298,0.3,404.76000149478665,194.4719641041603,BATCH_0064
258.5392166316497,8.076503794456297,757.1064803936918,1.6085146609596221,20.891367350450228,4.798872582107739,75.03947395688232,2,1.0,0.6983210514208946,454.4174185030704,195.79832691376444,BATCH_0065
178.18484499495253,2.8122740392237695,814.8879909483957,1.0243172548916035,48.867541509010735,1.9864695748233385,34.09546474951821,3,0.8170789828561463,0.49069143877427446,292.3842806282622,147.83969635258998,BATCH_0066
310.43939615080797,3.327587513992349,2947.878887751539,0.7346865419979232,40.00207028699377,6.615378865278277,38.10345844216272,2,0.7712668223472925,0.3,500.0,185.21711299340046,BATCH_0067
164.91012873595417,2.482357180890663,2184.5972456750114,0.30295988663158213,46.94740483581505,1.5218545057583959,31.529444740260715,2,0.6506385734511956,0.3468675622940494,339.723717197268,180.94527018376328,BATCH_0068
347.3773873201035,3.971935583843478,2617.218061072382,0.5538058047668531,54.23987473884734,7.908208556203621,43.115054541004824,2,0.7980850614730287,0.3200411796338305,500.0,174.58039018386398,BATCH_0069
304.4489538593315,7.810763551197716,1310.823443378795,1.903634226336369,46.13534948076254,6.405713385076602,72.97260539820445,1,0.9166402175782347,0.5868554098678499,500.0,235.8418681652524,BATCH_0070
189.7431363068345,5.674472735535436,2191.209373801511,0.6796894049571005,44.8908110180957,2.391009770739207,56.35701016527561,2,0.7740769381074013,0.4625488736284001,450.3247156606567,307.31824022860116,BATCH_0071
151.1044234247205,2.843931467356413,1985.604568271493,0.4208326497973671,63.96340492479839,1.0386548198652168,34.34168919054988,3,0.6980599061368309,0.41741406435048295,326.4284744099815,298.9252188267013,BATCH_0072
313.09228569096683,8.900470703368367,2007.8753003073675,0.975278304144487,61.15257650518788,6.708229999183839,81.44810547064286,1,0.9274109854081649,0.49395186060333307,500.0,385.7621664397979,BATCH_0073
291.3714687695234,8.916236694563763,2206.331148844304,0.6834667123844724,69.99627692215087,5.94800140693332,81.57072984660704,3,0.8645973576305621,0.5921979010890155,500.0,296.4076468773075,BATCH_0074
295.8014336081975,8.835205825414063,1938.3979328227465,0.1668025755152689,34.99753887436974,6.103050176286911,80.94048975322048,3,0.9920907906219157,0.6412998446016085,496.6157244504419,430.72309230923884,BATCH_0075
304.25406933718915,3.1491659024338534,1572.655923256665,0.7139759128308927,56.571710585243814,6.39889242680162,36.71573479670775,1,0.7940363255724782,0.35231113148588467,385.9091577514977,432.5152226148108,BATCH_0076
164.80893034681807,5.061154097628893,1189.806735951367,1.1338063854849902,55.11168712357123,1.5183125621386324,51.58675409266917,3,0.8118772529093107,0.6676181375573934,345.979539096725,435.9186534293842,BATCH_0077
221.6931457088545,9.864906905267876,2421.453327283005,1.1482535068379371,42.184268652361325,3.509260099809908,88.94927592986126,3,0.8780278409276367,0.6159505295296157,500.0,452.75282329606506,BATCH_0078
173.17381190502596,7.948112286789914,1065.6810750079655,0.7774619502360884,49.16345251416085,1.811083416675908,74.04087334169932,1,0.7372545042021602,0.5723446348632453,391.2538567562163,385.26180650533354,BATCH_0079
322.6206851751187,1.2445067910300383,2230.8857653860355,0.9498752368799411,38.82692859834373,7.041723981129155,21.901719485789187,3,0.8124498031297113,0.3148968509753045,453.8908864925021,423.31365393254043,BATCH_0080
274.6596253655116,1.5868413213444286,1083.3320566233165,1.9344840446460563,28.51066385701911,5.363086887792905,24.564321388234443,2,0.8304432644078872,0.4443700684048394,387.986629419668,416.7793943233347,BATCH_0081
216.17960497052985,5.175382391310995,2063.325424886135,0.8169621067375921,32.828072639763974,3.3162861739685443,52.475196376863295,3,0.8489580401481044,0.4351229755060546,483.5401406941147,419.336821342246,BATCH_0082
162.71167005720474,9.182981852754041,2367.6956678225724,0.5906309451939676,26.330818784072065,1.4449084520021653,83.64541441030921,2,0.7414075471382704,0.43122548375267067,500.0,323.2747502171685,BATCH_0083
212.19646434313245,5.848316181574428,1046.7847222663481,0.5625873837268442,60.984174511407446,3.1768762520096354,57.709125856689994,3,0.8711652021065176,0.6495064469638343,368.0880615434067,275.7451919132045,BATCH_0084
215.03666440534943,5.480312572308612,649.8582521532708,0.9697527641378548,59.64364358654909,3.2762832541872293,54.846875562400314,1,0.8076015443717239,0.5079271429524447,331.57034577122846,246.12443192708568,BATCH_0085
295.9212356676128,1.9492632996096753,827.4343574854352,1.5430882825621937,77.03638229479236,6.107243248366449,27.38315899696414,1,0.8461738165920338,0.372475033456113,369.1419699145303,252.4620635310624,BATCH_0086
277.51149427104264,6.911020942518647,2014.9924181775636,0.491377549958099,63.78070481883448,5.462902299486492,65.9746073307006,3,0.9143950529570011,0.5617129611741696,484.85590992052323,203.79651611180878,BATCH_0087
327.44254851526534,8.39892844540203,2623.616015564339,1.4476626415674594,23.122750325367885,7.210489198034286,77.54722124201578,1,0.8196390300651478,0.3560637675145076,500.0,154.2033833193232,BATCH_0088
244.44298503238986,4.423780067568061,612.492053088561,0.14018466436389093,73.05471043573725,4.305504476133645,46.62940052552936,3,0.949317245130067,0.7393718960431924,248.18419510237288,170.50914905004046,BATCH_0089
173.91884918766033,7.980506658327947,2335.378147604116,0.8959726581694973,71.76050977674355,1.837159721568112,74.29282956477292,1,0.6996110570263313,0.41422721626734,500.0,152.9123264804412,BATCH_0090
292.648957444599,9.680289885107305,1353.2966148751302,1.574143623885295,46.59921924636192,5.992713510560965,87.51336577305682,2,1.0,0.7065913110184477,500.0,184.1704757726264,BATCH_0091
302.1570097233795,2.833898132149202,1696.3209247988063,0.7435926159714197,55.15178303167529,6.325495340318282,34.26365213893824,3,0.8520677055661384,0.48175840773660633,397.35020811552897,149.0345966160134,BATCH_0092
262.25543951389926,5.709966680752672,2822.148874613914,1.171100492746259,78.56469994835113,4.9289403829864735,56.63307418363189,2,0.7408529987619065,0.3,500.0,184.10411842408465,BATCH_0093
304.19343599091223,3.58424162276118,1329.9287618396138,0.48946054236923053,51.93826183088997,6.396770259681927,40.09965706592028,2,0.8577207229050019,0.5025734425504701,376.3235333362146,213.23675540603523,BATCH_0094
248.75911927287814,8.135689771304554,1663.3423348487152,1.5097912431397273,74.31930970256539,4.456569174550735,75.49980933236876,3,0.8845000794671085,0.6649671249731182,500.0,217.2716947906585,BATCH_0095
254.5465658763988,6.198340292930418,534.2060369017028,0.19933029621064327,24.982325468611187,4.659129805673958,60.43153561168103,2,0.9446604970948081,0.7088459972127983,298.85749476695855,308.8836083119371,BATCH_0096
235.5082036717099,6.711241757952734,703.996800012096,1.7198310252634508,31.463112122520972,3.9927871285098475,64.42076922852127,3,0.9712449529951935,0.7136300368191857,423.2904471194954,346.6545149307743,BATCH_0097
155.08382534881903,8.181227436543047,1146.47897783696,0.4765731342011694,46.44529660647907,1.1779338872086664,75.85399117311258,2,0.827143459551997,0.6051477585493763,376.1950957880715,375.1534036992736,BATCH_0098
171.57828539866088,4.563734253962094,569.6306020526861,1.7613562602458284,55.08540850023828,1.7552399889531312,47.71793308637184,3,0.8602449083124336,0.7258606614449574,357.78283047447246,399.02840317672775,BATCH_0099
156.28583713734685,9.23581061566339,2078.4383151206275,0.7698055584709829,68.97367111176801,1.2200042998071399,84.05630478849302,3,0.7822658619794519,0.6635721577182716,493.84120357937655,387.4426883061535,BATCH_0100
277.2820822527561,5.797259805215259,1565.9958920040563,1.4730987915015246,79.2957269085912,5.454872878846463,57.3120207072298,1,0.8053282473137761,0.3955786575612401,483.2588617709909,432.26951426039943,BATCH_0101
212.87119621526534,2.421593405518132,1870.363006820055,0.706528065793758,43.33108978844699,3.2004918675342866,31.05683759847436,3,0.7513925882842205,0.37994321371837575,394.26142611740875,439.71856450419693,BATCH_0102
251.71413823294057,7.263092063519222,936.6179647408239,1.8212321753458303,22.844938168405097,4.559994838152919,68.71293827181617,3,0.9479782242474106,0.7880893880245481,493.5150279824344,420.82055586671174,BATCH_0103
331.5132947852186,8.13935215394429,1239.8300735915404,0.3406105384849113,68.07029019771949,7.352965317482651,75.52829453067781,2,0.9902753606268009,0.6040904858999648,436.60895303175073,425.06523921768553,BATCH_0104
199.85844582977498,3.85085509360774,2159.561187131813,0.4391875996179375,56.262843144968485,2.7450456040421245,42.173317394726865,3,0.7662321784358209,0.4926393270341009,409.2055364728857,418.18754288241814,BATCH_0105
232.07658460712594,8.714613312988778,2913.2568090759996,1.0367572378017242,31.9125715320921,3.8726804612494083,80.0025479899127,1,0.7798938831771376,0.3069993892022488,500.0,431.58557703631595,BATCH_0106
301.1102277086097,9.155289292891897,626.041934005523,0.2556830341724776,49.68970739728521,6.288857969801341,83.43002783360365,2,1.0,0.8087795260915251,399.40195247762165,344.06019115033365,BATCH_0107
195.75963309832449,3.4921403864002802,2725.960802138165,0.47236235093334766,64.53861473202346,2.6015871584413572,39.38331411644663,2,0.6552520883769597,0.3,453.238458933991,307.7265117216831,BATCH_0108
165.3959819657586,9.851693254436999,1942.2030032780212,1.8931561262028274,66.22470722411862,1.538859368801551,88.84650309006554,1,0.754820229319272,0.5570295622019183,500.0,258.94376576163734,BATCH_0109
207.9502905827536,2.266403752438826,1909.7989168890592,1.9553303561809856,49.97710471992572,3.028260170396376,29.849806963413087,2,0.6429313158214341,0.3010146371991389,490.20744909825595,167.43686354102852,BATCH_0110
182.2442574508009,2.81814101562241,1750.6963380194009,0.8148927257278016,38.31287180773155,2.128549010778031,34.141096788174295,2,0.6977559544582205,0.36158931699506963,356.24879000770414,193.13856655854138,BATCH_0111
335.9395304685146,2.658023553142235,673.4852147604585,1.8542434399264778,78.42455492230961,7.507883566398012,32.89573874666183,2,0.9370280906487535,0.5250926785350692,417.3091411644423,171.90309573056516,BATCH_0112
311.6240759128834,9.045907390070834,724.6921293404016,1.1351668837795204,59.80175665738957,6.656842656950919,82.57927970055093,2,1.0,0.7241050808704356,437.81221686117703,229.00838943119837,BATCH_0113
276.6807513020847,6.8886329709246565,2002.2800141477153,0.6125106851601574,44.49425116077792,5.433826295572964,65.80047866274734,1,0.7985001806453269,0.4382933650083845,500.0,144.22917105656632,BATCH_0114
324.29211803754356,2.3689385490004558,1352.3964285888958,1.4345575700531374,36.827793452279145,7.1002241313140235,30.647299825559102,1,0.8225255950004493,0.3098484921805978,412.7951269970103,164.15754632664823,BATCH_0115
310.7344153798229,4.962910765315141,2793.1701664442016,1.3519134324922286,63.866178980213725,6.625704538293801,50.82263928578443,2,0.7854976642794324,0.3,500.0,169.0548363411769,BATCH_0116
187.31401177720716,6.5376822256282185,1516.4763433986807,1.9793381063065933,34.531006735626065,2.305990412202251,63.07086175488614,2,0.7616892076892912,0.5081088822802882,485.45807891123826,158.8736416934317,BATCH_0117
328.51179969799557,1.7511767649044496,858.2036467566027,0.6035898460776382,30.302599338421288,7.247912989429844,25.84248594925683,1,0.879163727691007,0.3,284.7882967935933,259.2846844354505,BATCH_0118
257.86844838313016,8.94174731566605,2286.79708375509,1.3769130550572972,51.79003333772422,4.775395693409555,81.76914578851371,1,0.8263176189766471,0.4381850558752982,500.0,283.7351342152247,BATCH_0119
311.4880310328125,8.232431818973817,1233.3835536025244,0.1988451345559491,37.39924355864851,6.652081086148438,76.25224748090747,1,0.9511969415353784,0.6727583212286753,411.30071818508696,323.73095841129066,BATCH_0120
329.21825998469865,5.5468609621897444,1813.6757683897329,0.3159274735237669,57.7343086954169,7.2726390994644525,55.36447415036468,2,0.8677797941134727,0.4961551770092844,438.24572047248085,311.541233121536,BATCH_0121
213.60069499437276,9.704139537332534,2244.581963762925,0.10744491240707721,27.07632049245401,3.2260243248030473,87.69886306814193,2,0.8702007579680723,0.561036605586895,500.0,417.08382932808274,BATCH_0122
172.01038490553535,4.759848813475897,2750.6602780051758,1.998975294013379,59.2964662740393,1.7703634716937373,49.24326854925698,3,0.6550990070508708,0.3631016678771779,500.0,364.0104852942133,BATCH_0123
195.58703250838835,9.85699287132848,2480.4779870041903,1.6243200245802079,36.99779167986213,2.595546137793592,88.88772233255484,1,0.7618943637886308,0.4532655493246275,500.0,447.50952338167366,BATCH_0124
235.42155772525126,7.011279989232643,2190.90266968181,1.5947737279937275,20.014576066070763,3.9897545203837943,66.7543999162539,2,0.8660886127096588,0.48702136373600646,500.0,510.6025427176595,BATCH_0125
313.60295318449863,6.712041459285473,2199.082955987859,1.0684795430475413,27.616163460450583,6.726103361457452,64.4269891277759,1,0.7922010561372588,0.3250399896283469,500.0,420.28391024607936,BATCH_0126
322.1461166512687,2.493594057662065,2864.8116100802163,0.6701274575203359,76.01692267010564,7.0251140827944045,31.616842670704948,2,0.7258441371100094,0.3,500.0,427.89994205527705,BATCH_0127
151.39042610623815,8.937349824741796,1239.56024374134,0.3874021404790843,72.04127834692147,1.0486649137183348,81.73494308132507,1,0.7839621440543962,0.631355931463074,383.15382572303133,432.8933515202953,BATCH_0128
252.14946051551314,4.847407191285536,502.7802354904685,0.6408820038082809,34.01654192217421,4.57523111804296,49.92427815444306,2,0.8937709158785003,0.6629317844769624,319.0921626407091,390.96174755449636,BATCH_0129
233.4822006297558,2.460100652042314,1179.8863984954967,0.8143453216653642,66.70231427272947,3.921877022041453,31.356338404773552,3,0.7917733988589784,0.5373377618019323,317.9111308608266,328.4800970680161,BATCH_0130
194.42156209414605,1.1134676797818313,1044.7284490668599,1.5369891842625587,56.51429559043846,2.5547546732951116,20.88252639830313,3,0.7851695290086147,0.48848803093924625,325.283199018431,340.8797460095588,BATCH_0131
173.97307346673657,6.037801152745443,2154.5864627849955,1.1253573989159897,78.25428268699217,1.8390575713357795,59.18289785468678,1,0.6404930680870627,0.3796409692943573,500.0,268.1308885882165,BATCH_0132
217.5230342807256,5.746596599104087,2084.278999413823,0.24721889045541712,42.41633957204355,3.363306199825396,56.91797354858734,2,0.7799204192287569,0.45562058318051835,445.8487914872312,275.3849161536778,BATCH_0133
338.5819407825038,7.474182601322427,1983.6534567618096,0.13425511702193327,60.88763675103028,7.600367927387634,70.3547535658411,2,0.9017905892409934,0.5000641208772931,482.93089793407415,197.41727297298615,BATCH_0134
214.64058640415107,9.01232247716022,540.6086080236342,0.29443114111472,23.812143345435114,3.262420524145287,82.31806371124614,1,0.9481363794559909,0.6875549564368095,334.6623610733752,240.4320149725441,BATCH_0135
253.75812434867322,1.7146592617872658,2321.9451361266188,0.8799475560250207,43.77484080898436,4.631534352203563,25.558460925012067,2,0.678798099924202,0.3,432.3600401246114,146.598590662247,BATCH_0136
290.60379177903553,7.583468413063261,1308.8260312137288,1.8730665423931347,77.82905967129082,5.921132712266245,71.20475432382537,1,0.8779052320570323,0.601660672996875,500.0,145.4492805704694,BATCH_0137
222.7259204758588,2.68670749687824,2162.6399725165775,1.3110647142975211,52.338852467007236,3.545407216655058,33.118836086830754,2,0.7278543891331875,0.3,473.7069518026212,174.40551652109008,BATCH_0138
